FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,208384,3688511,3896895,-0.0614,1753603,-0.049
2025,R4,2,208384,3943430,4151814,-0.0316,1843998,-0.0107
2024,R4,2,208384,4078746,4287130,0.0009,1863980,0.2726
2023,R4,2,208384,4074678,4283062,0.0002,1464657,0.0282
2022,R4,2,208384,4073749,4282133,0.0005,1424471,0.3012
2021,R4,2,208384,4071615,4279999,0.0142,1094767,-0.0036
2020,R4,2,208384,4011634,4220018,-0.0004,1098671,0.4296
2019,R4,2,208384,4013261,4221645,0.003,768502,0.0324
2018,R4,2,208384,4000568,4208952,-0.0503,744399,0.8749
2017,R4,2,208384,4223469,4431853,0.1943,397035,0.0415
2016,R4,2,208384,3502409,3710793,0.0447,381200,4.1993
2015,R4,2,208384,3343725,3552109,,73317,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Oct 01 2014 00:00:00 GMT-0400 (Eastern Daylight Time),56079298,EXTELL WEST 57TH STREET LLC,RIDGEWOOD 57 INC.,-,SINGLE RESIDENTIAL CONDO UNIT,2014101300275001,Thu Oct 23 2014 11:18:47 GMT-0400 (Eastern Daylight Time)
