FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,88403,1564783,1653186,-0.0614,743933,-0.049
2025,R4,2,88403,1672928,1761331,-0.0316,782281,-0.0107
2024,R4,2,88403,1730333,1818736,0.0009,790758,0.2726
2023,R4,2,88403,1728607,1817010,0.0002,621353,0.0282
2022,R4,2,88403,1728213,1816616,0.0005,604305,0.3012
2021,R4,2,88403,1727308,1815711,0.0142,464433,-0.0036
2020,R4,2,88403,1701862,1790265,-0.0004,466089,0.4296
2019,R4,2,88403,1702552,1790955,0.003,326021,0.0324
2018,R4,2,88403,1697167,1785570,-0.0503,315797,0.8749
2017,R4,2,88403,1791729,1880132,0.1943,168434,0.0415
2016,R4,2,88403,1485832,1574235,0.0447,161717,4.1994
2015,R4,2,88403,1418514,1506917,,31103,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Sep 30 2014 00:00:00 GMT-0400 (Eastern Daylight Time),22927037,EXTELL WEST 57TH STREET LLC,AL-SAMRIYAH N.Y. LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2014101300736001,Thu Oct 23 2014 10:08:58 GMT-0400 (Eastern Daylight Time)
