FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,123221,2181073,2304294,-0.0614,1036932,-0.049
2025,R4,2,123221,2331810,2455031,-0.0316,1090383,-0.0107
2024,R4,2,123221,2411825,2535046,0.0009,1102198,0.2726
2023,R4,2,123221,2409419,2532640,0.0002,866074,0.0282
2022,R4,2,123221,2408870,2532091,0.0005,842311,0.3012
2021,R4,2,123221,2407608,2530829,0.0142,647351,-0.0036
2020,R4,2,123221,2372141,2495362,-0.0004,649660,0.4296
2019,R4,2,123221,2373102,2496323,0.003,454427,0.0324
2018,R4,2,123221,2365596,2488817,-0.0503,440175,0.8749
2017,R4,2,123221,2497401,2620622,0.1943,234773,0.0415
2016,R4,2,123221,2071028,2194249,0.0447,225409,4.1994
2015,R4,2,123221,1977195,2100416,,43353,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Jul 28 2016 00:00:00 GMT-0400 (Eastern Daylight Time),21500000,EXTELL WEST 57TH STREET LLC,GMF 157 LP,-,SINGLE RESIDENTIAL CONDO UNIT,2016080500589001,Tue Aug 09 2016 15:57:38 GMT-0400 (Eastern Daylight Time)
