FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,207006,3664123,3871129,-0.0614,1742008,-0.049
2025,R4,2,207006,3917357,4124363,-0.0316,1831806,-0.0107
2024,R4,2,207006,4051778,4258784,0.0009,1851655,0.2726
2023,R4,2,207006,4047737,4254743,0.0002,1454972,0.0282
2022,R4,2,207006,4046813,4253819,0.0005,1415051,0.3012
2021,R4,2,207006,4044694,4251700,0.0142,1087528,-0.0036
2020,R4,2,207006,3985110,4192116,-0.0004,1091404,0.4296
2019,R4,2,207006,3986726,4193732,0.003,763422,0.0324
2018,R4,2,207006,3974116,4181122,-0.0503,739478,0.8749
2017,R4,2,207006,4195544,4402550,0.1943,394410,0.0415
2016,R4,2,207006,3479251,3686257,0.0447,378680,4.1994
2015,R4,2,207006,3321617,3528623,,72832,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Sep 22 2021 00:00:00 GMT-0400 (Eastern Daylight Time),35500000,"RAM 57TH ST. HOLDINGS, L.P.",CLOUD CENTRAL LIMITED PARTNERSHIP,-,SINGLE RESIDENTIAL CONDO UNIT,2021100401342001,Wed Oct 06 2021 15:44:43 GMT-0400 (Eastern Daylight Time)
DEED,Fri Sep 22 2017 00:00:00 GMT-0400 (Eastern Daylight Time),-,"REBECCA ANN MOORES, AS TRUSTEE; REBECCA ANN MOORES FAMILY TRUST DATED 3/11/2009","RAM 57TH ST. HOLDINGS, L.P.",-,SINGLE RESIDENTIAL CONDO UNIT,2017100301030003,Tue Oct 03 2017 16:54:04 GMT-0400 (Eastern Daylight Time)
DEED,Tue Nov 18 2014 00:00:00 GMT-0500 (Eastern Standard Time),55498125,EXTELL WEST 57TH STREET LLC,"REBECCA ANN MOORES, AS TRUSTEE; REBECCA ANN MOORES FAMILY TRUST DATED MARCH11,2009",-,SINGLE RESIDENTIAL CONDO UNIT,2014112400947001,Fri Dec 05 2014 09:50:14 GMT-0500 (Eastern Standard Time)
