FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,118566,2098681,2217247,-0.0614,997761,-0.049
2025,R4,2,118566,2243724,2362290,-0.0316,1049193,-0.0107
2024,R4,2,118566,2320716,2439282,0.0009,1060562,0.2726
2023,R4,2,118566,2318401,2436967,0.0002,833357,0.0282
2022,R4,2,118566,2317873,2436439,0.0005,810492,0.3012
2021,R4,2,118566,2316659,2435225,0.0142,622898,-0.0036
2020,R4,2,118566,2282531,2401097,-0.0004,625120,0.4296
2019,R4,2,118566,2283456,2402022,0.003,437262,0.0324
2018,R4,2,118566,2276234,2394800,-0.0503,423548,0.8749
2017,R4,2,118566,2403060,2521626,0.1943,225905,0.0415
2016,R4,2,118566,1992793,2111359,0.0447,216895,4.1993
2015,R4,2,118566,1902505,2021071,,41716,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Dec 03 2020 00:00:00 GMT-0500 (Eastern Standard Time),18405994,EXTELL WEST 57TH STREET LLC,VILLA BORGHESE LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2020121101250001,Mon Dec 14 2020 14:57:47 GMT-0500 (Eastern Standard Time)
