FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,91829,1625423,1717252,-0.0614,772763,-0.049
2025,R4,2,91829,1737759,1829588,-0.0316,812598,-0.0107
2024,R4,2,91829,1797389,1889218,0.0009,821402,0.2726
2023,R4,2,91829,1795596,1887425,0.0002,645432,0.0282
2022,R4,2,91829,1795187,1887016,0.0005,627723,0.3012
2021,R4,2,91829,1794247,1886076,0.0142,482433,-0.0036
2020,R4,2,91829,1767815,1859644,-0.0004,484153,0.4296
2019,R4,2,91829,1768531,1860360,0.003,338657,0.0324
2018,R4,2,91829,1762938,1854767,-0.0503,328036,0.8749
2017,R4,2,91829,1861164,1952993,0.1943,174963,0.0415
2016,R4,2,91829,1543413,1635242,0.0447,167985,4.1993
2015,R4,2,91829,1473486,1565315,,32309,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Dec 30 2015 00:00:00 GMT-0500 (Eastern Standard Time),17750000,"GLOOMBERG 57, LLC",GOLDEN GOOSE ENTERPRISES LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2016010600945001,Tue Jan 12 2016 12:29:22 GMT-0500 (Eastern Standard Time)
DEED,Wed Apr 29 2015 00:00:00 GMT-0400 (Eastern Daylight Time),20368500,EXTELL WEST 57TH STREET LLC,"GLOOMBERG 57, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2015050600568002,Tue May 12 2015 14:31:05 GMT-0400 (Eastern Daylight Time)
