FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,131847,1639596,1771443,0.0632,773088,0.0311
2025,R4,2,131847,1534373,1666220,-0.0453,749799,-0.0366
2024,R4,2,131847,1613382,1745229,0.1351,778264,0.1659
2023,R4,2,131847,1405680,1537527,0.2713,667542,0.3135
2022,RR,2,131847,1077593,1209440,,508216,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 07 2025 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL II LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025031001058001,Mon Mar 17 2025 09:21:24 GMT-0400 (Eastern Daylight Time)
