FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,177050,2201720,2378770,0.0632,1038137,0.0311
2025,R4,2,177050,2060422,2237472,-0.0453,1006863,-0.0366
2024,R4,2,177050,2166519,2343569,0.1351,1045089,0.1659
2023,R4,2,177050,1887608,2064658,0.2713,896405,0.3135
2022,RR,2,177050,1447039,1624089,,682456,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 07 2025 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL II LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025031001058001,Mon Mar 17 2025 09:21:24 GMT-0400 (Eastern Daylight Time)
