FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,121013,1504862,1625875,0.0632,709559,0.0311
2025,R4,2,121013,1408286,1529299,-0.0453,688185,-0.0366
2024,R4,2,121013,1480802,1601815,0.1351,714311,0.1659
2023,R4,2,121013,1290168,1411181,0.2713,612687,0.3135
2022,RR,2,121013,989042,1110055,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Nov 29 2023 00:00:00 GMT-0500 (Eastern Standard Time),12763625,SMITELL LLC,ARISE VENTURE CPT 58W LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023120600603001,Wed Dec 06 2023 17:09:17 GMT-0500 (Eastern Standard Time)
