FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,55652,692061,747713,0.0632,326313,0.0311
2025,R4,2,55652,647647,703299,-0.0453,316484,-0.0366
2024,R4,2,55652,680996,736648,0.1351,328498,0.1659
2023,R4,2,55652,593327,648979,0.2713,281764,0.3135
2022,RR,2,55652,454844,510496,,214513,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Dec 21 2022 00:00:00 GMT-0500 (Eastern Standard Time),8680625,SMITELL LLC,BURKEWOOD INVESTMENT 1 (NYC) LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023011000282001,Tue Jan 10 2023 11:36:33 GMT-0500 (Eastern Standard Time)
