FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,129597,1611610,1741207,0.0632,759892,0.0311
2025,R4,2,129597,1508183,1637780,-0.0453,737001,-0.0366
2024,R4,2,129597,1585843,1715440,0.1351,764982,0.1659
2023,R4,2,129597,1381687,1511284,0.2713,656148,0.3135
2022,RR,2,129597,1059200,1188797,,499541,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu May 05 2022 00:00:00 GMT-0400 (Eastern Daylight Time),16011875,SMITELL LLC,SILVER KEY HOLDINGS LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022051600311001,
