FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,304589,3787743,4092332,0.0632,1785964,0.0311
2025,R4,2,304589,3544660,3849249,-0.0453,1732162,-0.0366
2024,R4,2,304589,3727184,4031773,0.1351,1797924,0.1659
2023,R4,2,304589,3247358,3551947,0.2713,1542136,0.3135
2022,RR,2,304589,2489422,2794011,,1174066,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Jun 20 2025 00:00:00 GMT-0400 (Eastern Daylight Time),39500000,"WR FAD DIRECT MEMBER, LLC",CPT 120 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025062000627001,Mon Jun 23 2025 11:57:10 GMT-0400 (Eastern Daylight Time)
DEED,Thu Dec 26 2024 00:00:00 GMT-0500 (Eastern Standard Time),45427625,SMITELL B-1 LLC,"WR FAD DIRECT MEMBER, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2024122601024001,Fri Dec 27 2024 10:28:06 GMT-0500 (Eastern Standard Time)
DEED,Thu Jan 26 2023 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL B-1 LLC,-,COMMERCIAL CONDO UNIT(S),2023013000807003,Wed Feb 01 2023 09:52:46 GMT-0500 (Eastern Standard Time)
