FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,128632,1599616,1728248,0.0632,754236,0.0311
2025,R4,2,128632,1496958,1625590,-0.0453,731515,-0.0366
2024,R4,2,128632,1574041,1702673,0.1351,759288,0.1659
2023,R4,2,128632,1371404,1500036,0.2713,651265,0.3135
2022,RR,2,128632,1051317,1179949,,495823,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Jul 08 2021 00:00:00 GMT-0400 (Eastern Daylight Time),18969785,SMITELL LLC,RZF CPT LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2021073000551001,Wed Aug 04 2021 16:46:30 GMT-0400 (Eastern Daylight Time)
