FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,128311,1595618,1723929,0.0632,752352,0.0311
2025,R4,2,128311,1493217,1621528,-0.0453,729688,-0.0366
2024,R4,2,128311,1570107,1698418,0.1351,757389,0.1659
2023,R4,2,128311,1367976,1496287,0.2713,649638,0.3135
2022,RR,2,128311,1048689,1177000,,494585,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Mar 03 2025 00:00:00 GMT-0500 (Eastern Standard Time),15315500,SMITELL LLC,217W57#91W LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025030700232002,
