FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,175668,2184529,2360197,0.0632,1030030,0.0311
2025,R4,2,175668,2044334,2220002,-0.0453,999001,-0.0366
2024,R4,2,175668,2149602,2325270,0.1351,1036928,0.1659
2023,R4,2,175668,1872869,2048537,0.2713,889406,0.3135
2022,RR,2,175668,1435740,1611408,,677126,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 07 2025 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL II LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025031001058001,Mon Mar 17 2025 09:21:24 GMT-0400 (Eastern Daylight Time)
