FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,303882,3778947,4082829,0.0632,1781816,0.0311
2025,R4,2,303882,3536428,3840310,-0.0453,1728140,-0.0366
2024,R4,2,303882,3718529,4022411,0.1351,1793749,0.1659
2023,R4,2,303882,3239817,3543699,0.2713,1538555,0.3135
2022,RR,2,303882,2483641,2787523,,1171340,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Jan 26 2023 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL B LLC,-,COMMERCIAL CONDO UNIT(S),2023013000807001,Wed Feb 01 2023 09:52:44 GMT-0500 (Eastern Standard Time)
