FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,172035,2139351,2311386,0.0632,1008728,0.0311
2025,R4,2,172035,2002056,2174091,-0.0453,978341,-0.0366
2024,R4,2,172035,2105147,2277182,0.1351,1015483,0.1659
2023,R4,2,172035,1834137,2006172,0.2713,871012,0.3135
2022,RR,2,172035,1406048,1578083,,663123,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Aug 13 2021 00:00:00 GMT-0400 (Eastern Daylight Time),23481500,SMITELL LLC,78CPT LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2021081801350001,Mon Aug 23 2021 07:58:48 GMT-0400 (Eastern Daylight Time)
