FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,86773,1079071,1165844,0.0632,508794,0.0311
2025,R4,2,86773,1009820,1096593,-0.0453,493467,-0.0366
2024,R4,2,86773,1061819,1148592,0.1351,512201,0.1659
2023,R4,2,86773,925123,1011896,0.2713,439330,0.3135
2022,RR,2,86773,709199,795972,,334474,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Nov 29 2022 00:00:00 GMT-0500 (Eastern Standard Time),7864025,SMITELL LLC,CPT 33A LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022121200561001,Tue Dec 20 2022 11:37:03 GMT-0500 (Eastern Standard Time)
