FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,179751,2235304,2415055,0.0632,1053971,0.0311
2025,R4,2,179751,2091851,2271602,-0.0453,1022221,-0.0366
2024,R4,2,179751,2199566,2379317,0.1351,1061029,0.1659
2023,R4,2,179751,1916400,2096151,0.2713,910077,0.3135
2022,RR,2,179751,1469111,1648862,,692864,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Jan 26 2023 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL B-1 LLC,-,COMMERCIAL CONDO UNIT(S),2023013000807003,Wed Feb 01 2023 09:52:46 GMT-0500 (Eastern Standard Time)
