FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,307483,3823725,4131208,0.0632,1802931,0.0311
2025,R4,2,307483,3578333,3885816,-0.0453,1748617,-0.0366
2024,R4,2,307483,3762591,4070074,0.1351,1815005,0.1659
2023,R4,2,307483,3278207,3585690,0.2713,1556786,0.3135
2022,RR,2,307483,2513070,2820553,,1185220,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Dec 07 2022 00:00:00 GMT-0500 (Eastern Standard Time),50012810,SMITELL LLC,CENTRALPT LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022120900588001,
