FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,175218,2178932,2354150,0.0632,1027390,0.0311
2025,R4,2,175218,2039096,2214314,-0.0453,996441,-0.0366
2024,R4,2,175218,2144095,2319313,0.1351,1034271,0.1659
2023,R4,2,175218,1868070,2043288,0.2713,887127,0.3135
2022,RR,2,175218,1432061,1607279,,675391,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Sep 22 2022 00:00:00 GMT-0400 (Eastern Daylight Time),25700000,SMITELL LLC,217 W. 57TH 85 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022101200511001,Wed Oct 12 2022 14:36:51 GMT-0400 (Eastern Daylight Time)
