FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,121688,1513258,1634946,0.0632,713519,0.0311
2025,R4,2,121688,1416143,1537831,-0.0453,692024,-0.0366
2024,R4,2,121688,1489064,1610752,0.1351,718296,0.1659
2023,R4,2,121688,1297367,1419055,0.2713,616105,0.3135
2022,RR,2,121688,994560,1116248,,469055,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Dec 23 2024 00:00:00 GMT-0500 (Eastern Standard Time),13171925,SMITELL LLC,217W57 UNIT60W LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2024123100426001,Tue Dec 31 2024 14:18:41 GMT-0500 (Eastern Standard Time)
