FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,301696,3751760,4053456,0.0632,1768998,0.0311
2025,R4,2,301696,3510987,3812683,-0.0453,1715707,-0.0366
2024,R4,2,301696,3691777,3993473,0.1351,1780845,0.1659
2023,R4,2,301696,3216509,3518205,0.2713,1527486,0.3135
2022,RR,2,301696,2465773,2767469,,1162913,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Apr 10 2025 00:00:00 GMT-0400 (Eastern Daylight Time),45938000,SMITELL B LLC,"NYC CPT, L.P.",-,SINGLE RESIDENTIAL CONDO UNIT,2025042200530001,Mon Apr 28 2025 11:40:10 GMT-0400 (Eastern Daylight Time)
DEED,Thu Jan 26 2023 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL B LLC,-,COMMERCIAL CONDO UNIT(S),2023013000807001,
