FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,68094,846785,914879,0.0632,399268,0.0311
2025,R4,2,68094,792441,860535,-0.0453,387240,-0.0366
2024,R4,2,68094,833246,901340,0.1351,401941,0.1659
2023,R4,2,68094,725977,794071,0.2713,344759,0.3135
2022,RR,2,68094,556533,624627,,262472,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Mar 07 2023 00:00:00 GMT-0500 (Eastern Standard Time),6434975,SMITELL LLC,CENTRAL PARK TOWER 38D LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023031400604001,
