FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,128986,1604013,1732999,0.0632,756310,0.0311
2025,R4,2,128986,1501074,1630060,-0.0453,733527,-0.0366
2024,R4,2,128986,1578368,1707354,0.1351,761375,0.1659
2023,R4,2,128986,1375174,1504160,0.2713,653055,0.3135
2022,RR,2,128986,1054207,1183193,,497187,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Mar 03 2022 00:00:00 GMT-0500 (Eastern Standard Time),18377750,SMITELL LLC,CPT 59E LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022030800144001,
