FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,129725,1613209,1742934,0.0632,760646,0.0311
2025,R4,2,129725,1509679,1639404,-0.0453,737732,-0.0366
2024,R4,2,129725,1587417,1717142,0.1351,765739,0.1659
2023,R4,2,129725,1383058,1512783,0.2713,656799,0.3135
2022,RR,2,129725,1060251,1189976,,500036,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Feb 09 2022 00:00:00 GMT-0500 (Eastern Standard Time),18377750,SMITELL LLC,TOP ORANGE PROFIT LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022030400101001,
