FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,56230,699257,755487,0.0632,329707,0.0311
2025,R4,2,56230,654381,710611,-0.0453,319775,-0.0366
2024,R4,2,56230,688077,744307,0.1351,331915,0.1659
2023,R4,2,56230,599496,655726,0.2713,284694,0.3135
2022,RR,2,56230,459573,515803,,216745,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon Apr 10 2023 00:00:00 GMT-0400 (Eastern Daylight Time),4505758,SMITELL LLC,YUNFELIX LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023041700655001,
