FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,20705,257474,278179,0.0632,121401,0.0311
2025,R4,2,20705,240950,261655,-0.0453,117745,-0.0366
2024,R4,2,20705,253357,274062,0.1351,122214,0.1659
2023,R4,2,20705,220741,241446,0.2713,104826,0.3135
2022,RK,4,20705,169220,189925,,79806,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Aug 20 2021 00:00:00 GMT-0400 (Eastern Daylight Time),1022500,SMITELL LLC,CUPCAKE LILY LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2021091300276002,Thu Sep 16 2021 11:52:32 GMT-0400 (Eastern Daylight Time)
