FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,132201,1643994,1776195,0.0632,775161,0.0311
2025,R4,2,132201,1538489,1670690,-0.0453,751810,-0.0366
2024,R4,2,132201,1617709,1749910,0.1351,780351,0.1659
2023,R4,2,132201,1409451,1541652,0.2713,669332,0.3135
2022,RR,2,132201,1080484,1212685,,509578,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 07 2025 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL II LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025031001058001,Mon Mar 17 2025 09:21:24 GMT-0400 (Eastern Daylight Time)
