FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,172967,2150945,2323912,0.0632,1014194,0.0311
2025,R4,2,172967,2012906,2185873,-0.0453,983643,-0.0366
2024,R4,2,172967,2116556,2289523,0.1351,1020988,0.1659
2023,R4,2,172967,1844077,2017044,0.2713,875732,0.3135
2022,RR,2,172967,1413668,1586635,,666717,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 07 2025 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL II LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025031001058001,Mon Mar 17 2025 09:21:24 GMT-0400 (Eastern Daylight Time)
