FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,308929,3841716,4150645,0.0632,1811413,0.0311
2025,R4,2,308929,3595169,3904098,-0.0453,1756844,-0.0366
2024,R4,2,308929,3780294,4089223,0.1351,1823544,0.1659
2023,R4,2,308929,3293631,3602560,0.2713,1564111,0.3135
2022,RR,2,308929,2524895,2833824,,1190796,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 07 2025 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL II LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025031001058001,
