FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,179301,2229707,2409008,0.0632,1051331,0.0311
2025,R4,2,179301,2086613,2265914,-0.0453,1019661,-0.0366
2024,R4,2,179301,2194058,2373359,0.1351,1058373,0.1659
2023,R4,2,179301,1911602,2090903,0.2713,907800,0.3135
2022,RR,2,179301,1465432,1644733,,691130,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Apr 21 2022 00:00:00 GMT-0400 (Eastern Daylight Time),28074875,SMITELL LLC,217 CENTRAL PARK TOWER LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022042600694001,Tue May 03 2022 08:13:50 GMT-0400 (Eastern Daylight Time)
