FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,176568,2195723,2372291,0.0632,1035309,0.0311
2025,R4,2,176568,2054810,2231378,-0.0453,1004121,-0.0366
2024,R4,2,176568,2160618,2337186,0.1351,1042242,0.1659
2023,R4,2,176568,1882467,2059035,0.2713,893963,0.3135
2022,RR,2,176568,1443097,1619665,,680596,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 07 2025 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL II LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025031001058001,Mon Mar 17 2025 09:21:24 GMT-0400 (Eastern Daylight Time)
