FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,89377,1111455,1200832,0.0632,524063,0.0311
2025,R4,2,89377,1040126,1129503,-0.0453,508277,-0.0366
2024,R4,2,89377,1093685,1183062,0.1351,527574,0.1659
2023,R4,2,89377,952887,1042264,0.2713,452516,0.3135
2022,RR,2,89377,730483,819860,,344512,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Jun 17 2021 00:00:00 GMT-0400 (Eastern Daylight Time),9369631,SMITELL LLC,"CPT43A, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2021071200061001,Mon Jul 19 2021 10:06:11 GMT-0400 (Eastern Daylight Time)
