FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,178400,2218512,2396912,0.0632,1046053,0.0311
2025,R4,2,178400,2076136,2254536,-0.0453,1014541,-0.0366
2024,R4,2,178400,2183042,2361442,0.1351,1053058,0.1659
2023,R4,2,178400,1902004,2080404,0.2713,903241,0.3135
2022,RR,2,178400,1458075,1636475,,687659,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Sep 21 2023 00:00:00 GMT-0400 (Eastern Daylight Time),29606000,SMITELL LLC,217W5792E LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023100300541001,Wed Oct 04 2023 09:47:34 GMT-0400 (Eastern Daylight Time)
