FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,130079,1617607,1747686,0.0632,762720,0.0311
2025,R4,2,130079,1513795,1643874,-0.0453,739744,-0.0366
2024,R4,2,130079,1591744,1721823,0.1351,767827,0.1659
2023,R4,2,130079,1386828,1516907,0.2713,658589,0.3135
2022,RR,2,130079,1063141,1193220,,501400,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 07 2025 00:00:00 GMT-0500 (Eastern Standard Time),-,SMITELL LLC,SMITELL II LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025031001058001,
