FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,20480,254675,275155,0.0632,120081,0.031
2025,R4,2,20480,238331,258811,-0.0453,116465,-0.0366
2024,R4,2,20480,250603,271083,0.1351,120885,0.1659
2023,R4,2,20480,218341,238821,0.2713,103687,0.3135
2022,RR,2,20480,167380,187860,,78939,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon May 08 2023 00:00:00 GMT-0400 (Eastern Daylight Time),828450,SMITELL LLC,CENTRAL PARK TOWER 38E HOLDING LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023051500590001,Wed May 17 2023 09:33:35 GMT-0400 (Eastern Daylight Time)
