FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,174767,2173334,2348101,0.0632,1024750,0.0311
2025,R4,2,174767,2033858,2208625,-0.0453,993881,-0.0366
2024,R4,2,174767,2138587,2313354,0.1351,1031615,0.1659
2023,R4,2,174767,1863272,2038039,0.2713,884848,0.3135
2022,RR,2,174767,1428382,1603149,,673657,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Jun 08 2023 00:00:00 GMT-0400 (Eastern Daylight Time),25012625,SMITELL LLC,"TOWER TRUST; JAMES R. LEDLEY, AS TRUSTEE",-,SINGLE RESIDENTIAL CONDO UNIT,2023062100405001,Thu Jun 22 2023 09:02:27 GMT-0400 (Eastern Daylight Time)
