FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,20319,252676,272995,0.0632,119138,0.031
2025,R4,2,20319,236460,256779,-0.0453,115551,-0.0366
2024,R4,2,20319,248636,268955,0.1351,119936,0.1659
2023,R4,2,20319,216628,236947,0.2713,102873,0.3135
2022,RR,2,20319,166067,186386,,78320,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Mon May 08 2023 00:00:00 GMT-0400 (Eastern Daylight Time),828450,SMITELL LLC,CPT 34E INVESTOR LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2023051500447001,Tue May 16 2023 15:43:41 GMT-0400 (Eastern Daylight Time)
