FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,125353,1558836,1684189,0.0632,735008,0.0311
2025,R4,2,125353,1458795,1584148,-0.0453,712867,-0.0366
2024,R4,2,125353,1533913,1659266,0.1351,739932,0.1659
2023,R4,2,125353,1336442,1461795,0.2713,634662,0.3135
2022,RR,2,125353,1024515,1149868,,483184,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu May 20 2021 00:00:00 GMT-0400 (Eastern Daylight Time),15825875,SMITELL LLC,CENTRAL PARK TOWER 45C LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2021052800301001,Thu Jun 10 2021 09:46:41 GMT-0400 (Eastern Daylight Time)
