FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,89216,1109456,1198672,0.0632,523120,0.0311
2025,R4,2,89216,1038255,1127471,-0.0453,507362,-0.0366
2024,R4,2,89216,1091718,1180934,0.1351,526624,0.1659
2023,R4,2,89216,951173,1040389,0.2713,451701,0.3135
2022,RK,4,89216,729169,818385,,343890,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Aug 06 2021 00:00:00 GMT-0400 (Eastern Daylight Time),11640800,SMITELL LLC,"MAXCPT, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2021081701345001,Thu Aug 26 2021 09:19:46 GMT-0400 (Eastern Daylight Time)
