FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,87544,1088666,1176210,0.0632,513317,0.0311
2025,R4,2,87544,1018800,1106344,-0.0453,497855,-0.0366
2024,R4,2,87544,1071260,1158804,0.1351,516755,0.1659
2023,R4,2,87544,933350,1020894,0.2713,443237,0.3135
2022,RR,2,87544,715505,803049,,337447,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Jan 13 2022 00:00:00 GMT-0500 (Eastern Standard Time),7429052,SMITELL LLC,ALPHA TAURI TITOS LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022012500616001,Mon Jan 31 2022 10:25:22 GMT-0500 (Eastern Standard Time)
