FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,562471,2216461,2778932,0.0239,1224719,0.0028
2025,R4,2,562471,2151632,2714103,0.0244,1221346,0.0244
2024,R4,2,562471,2086917,2649388,0.0429,1192225,0.1822
2023,R4,2,562471,1977964,2540435,0.1967,1008515,0.3404
2022,R4,2,562471,1560409,2122880,,752421,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri May 13 2022 00:00:00 GMT-0400 (Eastern Daylight Time),25500000,111 WEST 57TH PROPERTY OWNER LLC,"SCHUMAN, TRUSTEE, KEITH; THE 111 W 57TH STREET TRUST",-,SINGLE RESIDENTIAL CONDO UNIT,2022051900376014,Mon May 23 2022 11:38:15 GMT-0400 (Eastern Daylight Time)
