FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,565017,2226496,2791513,0.0239,1230265,0.0028
2025,R4,2,565017,2161373,2726390,0.0244,1226876,0.0244
2024,R4,2,565017,2096365,2661382,0.0429,1197622,0.1822
2023,R4,2,565017,1986920,2551937,0.1967,1013080,0.3404
2022,R4,2,565017,1567474,2132491,,755827,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri May 02 2025 00:00:00 GMT-0400 (Eastern Daylight Time),18500000,111 WEST 57TH PROPERTY OWNER LLC,"48 ACQUISITION, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2025050500482001,
