FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,580965,2289339,2870304,0.0239,1264988,0.0028
2025,R4,2,580965,2222379,2803344,0.0244,1261505,0.0244
2024,R4,2,580965,2155536,2736501,0.0429,1231425,0.1822
2023,R4,2,580965,2043001,2623966,0.1967,1041674,0.3404
2022,R4,2,580965,1611716,2192681,,777160,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Jun 21 2024 00:00:00 GMT-0400 (Eastern Daylight Time),19000000,111 WEST 57TH PROPERTY OWNER LLC,XARTECH 111 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2024071000306001,Thu Jul 25 2024 11:11:16 GMT-0400 (Eastern Daylight Time)
