FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,573618,2260385,2834003,0.0239,1248989,0.0028
2025,R4,2,573618,2194272,2767890,0.0244,1245550,0.0244
2024,R4,2,573618,2128274,2701892,0.0429,1215851,0.1822
2023,R4,2,573618,2017162,2590780,0.1967,1028500,0.3404
2022,R4,2,573618,1591332,2164950,,767332,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Apr 20 2022 00:00:00 GMT-0400 (Eastern Daylight Time),22525000,111 WEST 57TH PROPERTY OWNER LLC,"BALOGH FAMILY PARTNERSHIP II, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2022042600594011,5/4/2022 10:34:42 A
