FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,563598,2220902,2784500,0.0239,1227174,0.0028
2025,R4,2,563598,2155944,2719542,0.0244,1223794,0.0244
2024,R4,2,563598,2091099,2654697,0.0429,1194614,0.1822
2023,R4,2,563598,1981928,2545526,0.1967,1010535,0.3404
2022,R4,2,563598,1563536,2127134,,753929,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Jun 18 2024 00:00:00 GMT-0400 (Eastern Daylight Time),13250000,111 WEST 57TH PROPERTY OWNER LLC,"111 W57 30, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2024062600850004,Fri Jun 28 2024 12:34:41 GMT-0400 (Eastern Daylight Time)
