FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,605388,2385578,2990966,0.0239,1318166,0.0028
2025,R4,2,605388,2315803,2921191,0.0244,1314536,0.0244
2024,R4,2,605388,2246150,2851538,0.0429,1283193,0.1822
2023,R4,2,605388,2128884,2734272,0.1967,1085464,0.3404
2022,R4,2,605388,1679469,2284857,,809831,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Mar 31 2022 00:00:00 GMT-0400 (Eastern Daylight Time),27911177,111 WEST 57TH PROPERTY OWNER LLC,PV 2020 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022041401167001,Fri Apr 15 2022 08:21:03 GMT-0400 (Eastern Daylight Time)
