FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,602883,2375708,2978591,0.0239,1312711,0.0028
2025,R4,2,602883,2306221,2909104,0.0244,1309096,0.0244
2024,R4,2,602883,2236856,2839739,0.0429,1277882,0.1822
2023,R4,2,602883,2120076,2722959,0.1967,1080973,0.3404
2022,R4,2,602883,1672520,2275403,,806479,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Mar 15 2022 00:00:00 GMT-0400 (Eastern Daylight Time),26708622,111 WEST 57TH PROPERTY OWNER LLC,111 WEST 57TH STREET #47 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2022032100793001,Tue Mar 29 2022 09:42:07 GMT-0400 (Eastern Daylight Time)
