FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,568816,2241466,2810282,0.0239,1238536,0.0028
2025,R4,2,568816,2175906,2744722,0.0244,1235125,0.0244
2024,R4,2,568816,2110461,2679277,0.0429,1205674,0.1822
2023,R4,2,568817,2000279,2569096,0.1967,1019893,0.3404
2022,R4,2,568817,1578013,2146830,,760910,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Thu Mar 21 2024 00:00:00 GMT-0400 (Eastern Daylight Time),15370000,111 WEST 57TH PROPERTY OWNER LLC,WEST 57-32 REALTY LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2024032600521001,Tue Mar 26 2024 16:11:38 GMT-0400 (Eastern Daylight Time)
