FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,571071,2250350,2821421,0.0239,1243444,0.0028
2025,R4,2,571071,2184530,2755601,0.0244,1240021,0.0244
2024,R4,2,571071,2118825,2689896,0.0429,1210453,0.1822
2023,R4,2,571071,2008207,2579278,0.1967,1023936,0.3404
2022,R4,2,571071,1584267,2155338,,763925,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Wed Nov 09 2022 00:00:00 GMT-0500 (Eastern Standard Time),26028517,111 WEST 57TH PROPERTY OWNER LLC,"GONG NEW YORK CITY HOLDING, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2022111500735001,
