FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,608143,2396436,3004579,0.0239,1324165,0.0028
2025,R4,2,608143,2326343,2934486,0.0244,1320518,0.0244
2024,R4,2,608143,2256373,2864516,0.0429,1289032,0.1822
2023,R4,2,608143,2138574,2746717,0.1967,1090405,0.3404
2022,R4,2,608143,1687113,2295256,,813516,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Fri Mar 28 2025 00:00:00 GMT-0400 (Eastern Daylight Time),24000000,111 WEST 57TH PROPERTY OWNER LLC,WEST 57TH 49 LLC,-,SINGLE RESIDENTIAL CONDO UNIT,2025041600419001,
