FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,553078,2179446,2732524,0.0239,1204267,0.0028
2025,R4,2,553078,2115699,2668777,0.0244,1200950,0.0244
2024,R4,2,553078,2052065,2605143,0.0429,1172314,0.1822
2023,R4,2,553078,1944932,2498010,0.1967,991671,0.3404
2022,R4,2,553078,1534350,2087428,,739855,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue May 28 2024 00:00:00 GMT-0400 (Eastern Daylight Time),11750000,111 WEST 57TH PROPERTY OWNER LLC,"MIRACLE JR, LLC",-,SINGLE RESIDENTIAL CONDO UNIT,2024060500194001,6/7/2024 10:07:03 A
