FY,Building Class,Tax Class,Land Value,Improvement Value,Total Value,Change,Taxable Billable AV,Change
2026,R4,2,571447,2251831,2823278,0.0239,1244263,0.0028
2025,R4,2,571447,2185967,2757414,0.0244,1240836,0.0244
2024,R4,2,571447,2120219,2691666,0.0429,1211250,0.1822
2023,R4,2,571447,2009528,2580975,0.1967,1024608,0.3404
2022,R4,2,571447,1585310,2156757,,764428,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Document Type,Document Date,Document Amount,Party 1,Party 2,Party 3,ACRIS Property Type,ACRIS Doc ID,Recorded Date/Time
DEED,Tue Mar 04 2025 00:00:00 GMT-0500 (Eastern Standard Time),15250000,111 WEST 57TH PROPERTY OWNER LLC,"LAURENCE I. BLAIR, TRUSTEE; THE IRREVOCABLE NYC RESIDENCE TRUST AGREEMENT-D; LAURENCE I. BLAIR, TRUSTEE; THE IRREVOCABLE NYC RESIDENCE TRUST AGREEMENT-J",-,SINGLE RESIDENTIAL CONDO UNIT,2025030700597001,
